term
http://purl.obolibrary.org/obo/UBERON_0001029
http://purl.obolibrary.org/obo/UBERON_0006554
http://purl.obolibrary.org/obo/GO_0016265
http://purl.obolibrary.org/obo/GO_0043234
http://purl.obolibrary.org/obo/GO_0044707
http://purl.obolibrary.org/obo/GO_0044708
http://purl.obolibrary.org/obo/GO_0044765
http://purl.obolibrary.org/obo/GO_0004872
http://purl.obolibrary.org/obo/GO_0044699
http://purl.obolibrary.org/obo/GO_0005605
http://purl.obolibrary.org/obo/PATO_0000145
http://purl.obolibrary.org/obo/CHEBI_48505
